"","Time","season","consumption","id"
"175","19:30 - 19:45","summer",1555.4218295405,"79"
"176","19:45 - 20:00","summer",1572.97317089972,"80"
"177","20:00 - 20:15","summer",1580.71257789001,"81"
"178","20:15 - 20:30","summer",1589.11354682205,"82"
"179","20:30 - 20:45","summer",1592.94974623953,"83"
"180","20:45 - 21:00","summer",1598.47935769584,"84"
"181","21:00 - 21:15","summer",1595.96749478322,"85"
"182","21:15 - 21:30","summer",1609.36659983176,"86"
"183","21:30 - 21:45","summer",1620.61634973467,"87"
"184","21:45 - 22:00","summer",1633.37262080263,"88"
"185","22:00 - 22:15","summer",1637.89557750166,"89"
"186","22:15 - 22:30","summer",1648.96347789001,"90"
"187","22:30 - 22:45","summer",1655.15910740458,"91"
"188","22:45 - 23:00","summer",1655.99100080263,"92"
"189","23:00 - 23:15","summer",1644.30079051137,"93"
"190","23:15 - 23:30","summer",1636.95820293856,"94"
"191","23:30 - 23:45","summer",1626.01937439487,"95"
"192","23:45 - 24:00","summer",1611.9006864337,"96"
"193","00:00 - 00:15","fall",880.397253387273,"1"
"194","00:15 - 00:30","fall",860.131794808038,"2"
"195","00:30 - 00:45","fall",843.632513933721,"3"
"196","00:45 - 01:00","fall",828.190841693284,"4"
"197","01:00 - 01:15","fall",814.272863332628,"5"
"198","01:15 - 01:30","fall",803.183547376344,"6"
"199","01:30 - 01:45","fall",794.350747922792,"7"
"200","01:45 - 02:00","fall",786.665552075798,"8"
"201","02:00 - 02:15","fall",779.919715573065,"9"
"202","02:15 - 02:30","fall",773.367024425524,"10"
"203","02:30 - 02:45","fall",767.745949671426,"11"
"204","02:45 - 03:00","fall",763.410457977437,"12"
"205","03:00 - 03:15","fall",760.025871201481,"13"
"206","03:15 - 03:30","fall",756.873449015688,"14"
"207","03:30 - 03:45","fall",755.625963551207,"15"
"208","03:45 - 04:00","fall",756.501472075798,"16"
"209","04:00 - 04:15","fall",762.26860846924,"17"
"210","04:15 - 04:30","fall",767.803961802573,"18"
"211","04:30 - 04:45","fall",776.16092857853,"19"
"212","04:45 - 05:00","fall",789.261192950114,"20"
"213","05:00 - 05:15","fall",813.494073824431,"21"
"214","05:15 - 05:30","fall",839.191790327164,"22"
"215","05:30 - 05:45","fall",872.8948141523,"23"
"216","05:45 - 06:00","fall",911.116487376344,"24"
"217","06:00 - 06:15","fall",957.378845081262,"25"
"218","06:15 - 06:30","fall",992.19022289547,"26"
"219","06:30 - 06:45","fall",1019.73375437088,"27"
"220","06:45 - 07:00","fall",1039.54623295011,"28"
"221","07:00 - 07:15","fall",1053.45917065503,"29"
"222","07:15 - 07:30","fall",1056.01945087361,"30"
"223","07:30 - 07:45","fall",1054.0564193982,"31"
"224","07:45 - 08:00","fall",1052.86351327798,"32"
"225","08:00 - 08:15","fall",1055.20120650203,"33"
"226","08:15 - 08:30","fall",1060.34050923427,"34"
"227","08:30 - 08:45","fall",1066.7399793982,"35"
"228","08:45 - 09:00","fall",1074.75876322334,"36"
"229","09:00 - 09:15","fall",1087.47398038181,"37"
"230","09:15 - 09:30","fall",1105.10954453481,"38"
"231","09:30 - 09:45","fall",1120.52865316869,"39"
"232","09:45 - 10:00","fall",1133.41635710312,"40"
"233","10:00 - 10:15","fall",1141.52969021787,"41"
"234","10:15 - 10:30","fall",1145.49635535449,"42"
"235","10:30 - 10:45","fall",1146.62961032716,"43"
"236","10:45 - 11:00","fall",1141.48914070968,"44"
"237","11:00 - 11:15","fall",1137.77205874246,"45"
"238","11:15 - 11:30","fall",1134.19106398837,"46"
"239","11:30 - 11:45","fall",1129.86458213044,"47"
"240","11:45 - 12:00","fall",1125.78729688454,"48"
"241","12:00 - 12:15","fall",1119.98231480804,"49"
"242","12:15 - 12:30","fall",1113.8157404911,"50"
"243","12:30 - 12:45","fall",1106.04797786815,"51"
"244","12:45 - 13:00","fall",1092.57279032716,"52"
"245","13:00 - 13:15","fall",1064.94224497197,"53"
"246","13:15 - 13:30","fall",1052.36309404301,"54"
"247","13:30 - 13:45","fall",1054.24554289547,"55"
"248","13:45 - 14:00","fall",1057.3179489064,"56"
"249","14:00 - 14:15","fall",1061.96157830531,"57"
"250","14:15 - 14:30","fall",1063.72203601022,"58"
"251","14:30 - 14:45","fall",1065.07104387908,"59"
"252","14:45 - 15:00","fall",1064.22446529984,"60"
"253","15:00 - 15:15","fall",1062.15461557307,"61"
"254","15:15 - 15:30","fall",1056.81315393372,"62"
"255","15:30 - 15:45","fall",1053.41232070968,"63"
"256","15:45 - 16:00","fall",1053.63729754028,"64"
"257","16:00 - 16:15","fall",1056.92578672061,"65"
"258","16:15 - 16:30","fall",1058.7791078135,"66"
"259","16:30 - 16:45","fall",1063.4939352452,"67"
"260","16:45 - 17:00","fall",1075.00725043645,"68"
"261","17:00 - 17:15","fall",1092.9114636605,"69"
"262","17:15 - 17:30","fall",1113.20081021787,"70"
"263","17:30 - 17:45","fall",1153.10421327798,"71"
"264","17:45 - 18:00","fall",1202.77458814137,"72"
"265","18:00 - 18:15","fall",1250.09347502662,"73"
"266","18:15 - 18:30","fall",1271.88911262225,"74"
"267","18:30 - 18:45","fall",1279.67595174793,"75"
"268","18:45 - 19:00","fall",1281.33937502662,"76"
"269","19:00 - 19:15","fall",1274.55777284083,"77"
"270","19:15 - 19:30","fall",1264.51707972607,"78"
"271","19:30 - 19:45","fall",1253.298525737,"79"
"272","19:45 - 20:00","fall",1241.19827316869,"80"
"273","20:00 - 20:15","fall",1221.81935677525,"81"
"274","20:15 - 20:30","fall",1206.80930672061,"82"
"275","20:30 - 20:45","fall",1191.20696595558,"83"
"276","20:45 - 21:00","fall",1174.14262344192,"84"
"277","21:00 - 21:15","fall",1146.21566311405,"85"
"278","21:15 - 21:30","fall",1128.47153633809,"86"
"279","21:30 - 21:45","fall",1111.79002617416,"87"
"280","21:45 - 22:00","fall",1093.76949163864,"88"
"281","22:00 - 22:15","fall",1066.65065513591,"89"
"282","22:15 - 22:30","fall",1047.81061754028,"90"
"283","22:30 - 22:45","fall",1026.6319130594,"91"
"284","22:45 - 23:00","fall",1002.99811087361,"92"
"285","23:00 - 23:15","fall",973.16853426159,"93"
"286","23:15 - 23:30","fall",946.158118414595,"94"
"287","23:30 - 23:45","fall",920.403331638639,"95"
"288","23:45 - 24:00","fall",896.940850873612,"96"
"289","00:00 - 00:15","monsoon",1607.43627289457,"1"
"290","00:15 - 00:30","monsoon",1583.40815715544,"2"
"291","00:30 - 00:45","monsoon",1561.3828814453,"3"
"292","00:45 - 01:00","monsoon",1540.59556034385,"4"
"293","01:00 - 01:15","monsoon",1515.91240315544,"5"
"294","01:15 - 01:30","monsoon",1495.24080130037,"6"
"295","01:30 - 01:45","monsoon",1478.0581648366,"7"
"296","01:45 - 02:00","monsoon",1463.22193251776,"8"
"297","02:00 - 02:15","monsoon",1447.24433979312,"9"
"298","02:15 - 02:30","monsoon",1432.07398953225,"10"
"299","02:30 - 02:45","monsoon",1414.37630269168,"11"
"300","02:45 - 03:00","monsoon",1399.78188808298,"12"
"301","03:00 - 03:15","monsoon",1387.25276689457,"13"
"302","03:15 - 03:30","monsoon",1373.37999240182,"14"
"303","03:30 - 03:45","monsoon",1361.99005819892,"15"
"304","03:45 - 04:00","monsoon",1351.96227750327,"16"
"305","04:00 - 04:15","monsoon",1341.55251251776,"17"
"306","04:15 - 04:30","monsoon",1330.76566150327,"18"
"307","04:30 - 04:45","monsoon",1321.0238130395,"19"
"308","04:45 - 05:00","monsoon",1312.27831550327,"20"
"309","05:00 - 05:15","monsoon",1307.23807730037,"21"
"310","05:15 - 05:30","monsoon",1297.62211825689,"22"
"311","05:30 - 05:45","monsoon",1290.30739825689,"23"
"312","05:45 - 06:00","monsoon",1286.7558750395,"24"
"313","06:00 - 06:15","monsoon",1291.10376257573,"25"
"314","06:15 - 06:30","monsoon",1287.44426167718,"26"
"315","06:30 - 06:45","monsoon",1284.1374318511,"27"
"316","06:45 - 07:00","monsoon",1278.70144243081,"28"
"317","07:00 - 07:15","monsoon",1274.56469298153,"29"
"318","07:15 - 07:30","monsoon",1268.09086422791,"30"
"319","07:30 - 07:45","monsoon",1263.90353448878,"31"
"320","07:45 - 08:00","monsoon",1261.57800680762,"32"
"321","08:00 - 08:15","monsoon",1263.77976472066,"33"
"322","08:15 - 08:30","monsoon",1270.51802872066,"34"
"323","08:30 - 08:45","monsoon",1284.22089245979,"35"
"324","08:45 - 09:00","monsoon",1302.24249411197,"36"
"325","09:00 - 09:15","monsoon",1332.19681738733,"37"
"326","09:15 - 09:30","monsoon",1367.01446550327,"38"
"327","09:30 - 09:45","monsoon",1399.29299628588,"39"
"328","09:45 - 10:00","monsoon",1429.25147648878,"40"
"329","10:00 - 10:15","monsoon",1453.78726816994,"41"
"330","10:15 - 10:30","monsoon",1468.76470993805,"42"
"331","10:30 - 10:45","monsoon",1479.88618396704,"43"
"332","10:45 - 11:00","monsoon",1491.39058854675,"44"
"333","11:00 - 11:15","monsoon",1497.02448141631,"45"
"334","11:15 - 11:30","monsoon",1503.97330179312,"46"
"335","11:30 - 11:45","monsoon",1510.6751332424,"47"
"336","11:45 - 12:00","monsoon",1516.28200272066,"48"
"337","12:00 - 12:15","monsoon",1519.05415953225,"49"
"338","12:15 - 12:30","monsoon",1521.96991599602,"50"
"339","12:30 - 12:45","monsoon",1524.32426098153,"51"
"340","12:45 - 13:00","monsoon",1525.24513425689,"52"
"341","13:00 - 13:15","monsoon",1508.18002057573,"53"
"342","13:15 - 13:30","monsoon",1505.74997048878,"54"
"343","13:30 - 13:45","monsoon",1516.94334918443,"55"
"344","13:45 - 14:00","monsoon",1535.18414640182,"56"
"345","14:00 - 14:15","monsoon",1551.92691567718,"57"
"346","14:15 - 14:30","monsoon",1568.13842274965,"58"
"347","14:30 - 14:45","monsoon",1582.40567895254,"59"
"348","14:45 - 15:00","monsoon",1593.5550914453,"60"
"349","15:00 - 15:15","monsoon",1600.70586979312,"61"
"350","15:15 - 15:30","monsoon",1598.57978819892,"62"
"351","15:30 - 15:45","monsoon",1596.82193674965,"63"
"352","15:45 - 16:00","monsoon",1594.33141935834,"64"
"353","16:00 - 16:15","monsoon",1590.18143347428,"65"
"354","16:15 - 16:30","monsoon",1582.86690906849,"66"
"355","16:30 - 16:45","monsoon",1575.32788843081,"67"
"356","16:45 - 17:00","monsoon",1569.91791735834,"68"
"357","17:00 - 17:15","monsoon",1562.26514840182,"69"
"358","17:15 - 17:30","monsoon",1550.02182570617,"70"
"359","17:30 - 17:45","monsoon",1536.00161222791,"71"
"360","17:45 - 18:00","monsoon",1529.05629953225,"72"
"361","18:00 - 18:15","monsoon",1525.21894301052,"73"
"362","18:15 - 18:30","monsoon",1528.27934848878,"74"
"363","18:30 - 18:45","monsoon",1537.47094956124,"75"
"364","18:45 - 19:00","monsoon",1551.8163394453,"76"
"365","19:00 - 19:15","monsoon",1568.80591060472,"77"
"366","19:15 - 19:30","monsoon",1593.44704715544,"78"
"367","19:30 - 19:45","monsoon",1614.24403796704,"79"
"368","19:45 - 20:00","monsoon",1633.77546993805,"80"
"369","20:00 - 20:15","monsoon",1641.25359159023,"81"
"370","20:15 - 20:30","monsoon",1647.57277782211,"82"
"371","20:30 - 20:45","monsoon",1651.34109460472,"83"
"372","20:45 - 21:00","monsoon",1655.79765086559,"84"
"373","21:00 - 21:15","monsoon",1653.99663477863,"85"
"374","21:15 - 21:30","monsoon",1665.48899877863,"86"
"375","21:30 - 21:45","monsoon",1676.82312573515,"87"
"376","21:45 - 22:00","monsoon",1687.58719341631,"88"
"377","22:00 - 22:15","monsoon",1687.78661611197,"89"
"378","22:15 - 22:30","monsoon",1699.09470843081,"90"
"379","22:30 - 22:45","monsoon",1704.02844631486,"91"
"380","22:45 - 23:00","monsoon",1702.9945570395,"92"
"381","23:00 - 23:15","monsoon",1687.41530388008,"93"
"382","23:15 - 23:30","monsoon",1676.13919599602,"94"
"383","23:30 - 23:45","monsoon",1657.57051405399,"95"
"384","23:45 - 24:00","monsoon",1635.6830068366,"96"
